 0.57780E-01  0.36105E-02  0.11107E-02  0.22300E-02  0.37712E-03
 0.65561E-01  0.35165E-02  0.93715E-03  0.23582E-02  0.31495E-03
 0.73341E-01  0.32547E-02  0.78168E-03  0.22013E-02  0.29965E-03
 0.81121E-01  0.24550E-02  0.56768E-03  0.16857E-02  0.25730E-03
 0.88901E-01  0.21809E-02  0.51916E-03  0.14958E-02  0.22589E-03
 0.96682E-01  0.20117E-02  0.44377E-03  0.13963E-02  0.20561E-03
 0.10446E+00  0.17344E-02  0.37278E-03  0.11906E-02  0.18619E-03
 0.11224E+00  0.16195E-02  0.33010E-03  0.11509E-02  0.17038E-03
 0.12002E+00  0.14625E-02  0.29470E-03  0.10371E-02  0.15553E-03
 0.12780E+00  0.13626E-02  0.26886E-03  0.96456E-03  0.14514E-03
 0.13558E+00  0.11403E-02  0.22086E-03  0.80695E-03  0.12242E-03
 0.14336E+00  0.10717E-02  0.20864E-03  0.75763E-03  0.11470E-03
 0.15114E+00  0.95451E-03  0.18220E-03  0.67183E-03  0.10052E-03
 0.15892E+00  0.81707E-03  0.15521E-03  0.57303E-03  0.88278E-04
 0.16670E+00  0.72691E-03  0.13980E-03  0.51168E-03  0.74726E-04
 0.17448E+00  0.65367E-03  0.12408E-03  0.46315E-03  0.64498E-04
 0.18226E+00  0.59085E-03  0.11147E-03  0.42017E-03  0.52716E-04
 0.19005E+00  0.53784E-03  0.10365E-03  0.38281E-03  0.42770E-04
 0.19783E+00  0.47357E-03  0.94244E-04  0.33961E-03  0.32338E-04
 0.20561E+00  0.40218E-03  0.83686E-04  0.28583E-03  0.25252E-04
 0.21339E+00  0.34642E-03  0.73350E-04  0.24669E-03  0.19824E-04
 0.22117E+00  0.31513E-03  0.67384E-04  0.22244E-03  0.16422E-04
 0.22895E+00  0.27965E-03  0.58462E-04  0.19852E-03  0.13876E-04
 0.23673E+00  0.23798E-03  0.52332E-04  0.16607E-03  0.11679E-04
 0.24451E+00  0.20241E-03  0.46339E-04  0.14025E-03  0.98703E-05
 0.25229E+00  0.17746E-03  0.41177E-04  0.12065E-03  0.86059E-05
 0.26007E+00  0.15830E-03  0.37953E-04  0.10654E-03  0.74525E-05
 0.26785E+00  0.13163E-03  0.32472E-04  0.88240E-04  0.65713E-05
 0.27563E+00  0.11264E-03  0.29654E-04  0.73235E-04  0.56951E-05
 0.28341E+00  0.94410E-04  0.25360E-04  0.61278E-04  0.49852E-05
 0.29119E+00  0.79515E-04  0.22075E-04  0.50972E-04  0.42918E-05
 0.29897E+00  0.66260E-04  0.19348E-04  0.41614E-04  0.36914E-05
 0.30675E+00  0.55503E-04  0.17027E-04  0.34390E-04  0.32511E-05
 0.31453E+00  0.46737E-04  0.14886E-04  0.28445E-04  0.27961E-05
 0.32231E+00  0.37778E-04  0.12563E-04  0.22760E-04  0.22959E-05
 0.33009E+00  0.31362E-04  0.10677E-04  0.18947E-04  0.20003E-05
 0.33787E+00  0.24570E-04  0.89288E-05  0.14611E-04  0.16691E-05
 0.34565E+00  0.19500E-04  0.73438E-05  0.11412E-04  0.13864E-05
 0.35343E+00  0.15369E-04  0.59671E-05  0.90778E-05  0.11334E-05
 0.36121E+00  0.11852E-04  0.49342E-05  0.68380E-05  0.93334E-06
 0.36899E+00  0.91172E-05  0.39002E-05  0.52453E-05  0.74699E-06
 0.37677E+00  0.70339E-05  0.31745E-05  0.40017E-05  0.59969E-06
 0.38455E+00  0.49833E-05  0.23889E-05  0.27953E-05  0.44908E-06
 0.39233E+00  0.35126E-05  0.17774E-05  0.19356E-05  0.34021E-06
 0.40011E+00  0.23415E-05  0.12357E-05  0.12806E-05  0.23755E-06
 0.40789E+00  0.14671E-05  0.82501E-06  0.78769E-06  0.16084E-06
 0.41567E+00  0.84347E-06  0.50223E-06  0.44385E-06  0.10219E-06
 0.42345E+00  0.42881E-06  0.27244E-06  0.22224E-06  0.55601E-07
 0.43123E+00  0.17355E-06  0.11815E-06  0.87224E-07  0.24606E-07
 0.43901E+00  0.37915E-07  0.27569E-07  0.18348E-07  0.60576E-08
